"id","name","created","issn","homepage"
"148639273","International Journal of Clinical and Experimental Hypnosis","2016-06-24","0020-7144",NULL
"151299380","Journal of Field Robotics","2016-06-24","1556-4959",NULL
"152972827","International Journal of Lean Six Sigma","2016-06-24","2040-4166",NULL
"156919612","Protein Science","2016-06-24","0961-8368","http://www.proteinscience.org"
"161580142","Prostaglandins","2016-06-24","0090-6980",NULL
"173474783","Seminars in Orthodontics","2016-06-24","1073-8746",NULL
"175388953","Kuram Ve Uygulamada Egitim Bilimleri","2016-06-24",NULL,NULL
"179721971","International Journal of Web Based Communities","2016-06-24","1477-8394",NULL
"198818534","Journal of Substance Use","2016-06-24","1465-9891",NULL
"199913245","Journal of Applied Mathematics and Computing","2016-06-24","1598-5865",NULL
"200709667","Revista Brasileira De Parasitologia Veterinaria","2016-06-24","1984-2961",NULL
"951771488","Hospitals &amp; Health Networks","2016-06-24","1068-8838",NULL
"957094277","Journal of Association of Physicians of India","2016-06-24","0004-5772",NULL
"973650692","Colonial Latin American Historical Review","2016-06-24","1063-5769",NULL
"2478453819","Journal of Wound Care","2016-08-23","0969-0700",NULL
"2503711797","ACM Transactions on Spatial Algorithms and Systems","2016-08-23",NULL,NULL
"2595449451","arXiv: Data Structures and Algorithms","2017-03-23",NULL,NULL
"2597385025","arXiv: Metric Geometry","2017-03-23",NULL,NULL
"2736494092","Tropicultura","2017-07-31","0771-3312",NULL
"2738248926","Majalah Kedokteran Bandung","2017-07-31","2338-6223",NULL
"2739082955","Journal of Mathematical Neuroscience","2017-07-31","2190-8567",NULL
"2739245888","Revista de Hist&#x00F3;ria","2017-07-31",NULL,NULL
"2754047094","Acta biochimica et biophysica Academiae Scientiarum Hungaricae","2017-09-25",NULL,NULL
"2755503156","Community practitioner : the journal of the Community Practitioners&#039; &amp; Health Visitors&#039; Association","2017-09-25","1462-2815",NULL
"2755862403","Regional anesthesia","2017-09-25","0146-521X",NULL
"2764343986","American Catholic Studies","2017-10-27","2161-8534",NULL
"2764347112","Biomedical Engineering Letters","2017-10-27","2093-9868",NULL
"2764358475","Iranian journal of crystallography and mineralogy","2017-10-27",NULL,NULL
"2764430938","Journal of Fruit Science","2017-10-27","1009-9980",NULL
"2764440952","Meteoritics","2017-10-27","1945-5100",NULL
"2764509370","Subterranean biology","2017-10-27","1768-1448",NULL
"2764517564","Acute medicine and surgery","2017-10-27",NULL,NULL
"2764547921","International Journal of Advancements in Technology","2017-10-27","0976-4860",NULL
"2764561490","Nurse Prescribing","2017-10-27","1479-9189",NULL
"2764607863","Quarterly Journal of Forestry","2017-10-27","0033-5568",NULL
"2764652438","Journal of correctional education","2017-10-27",NULL,NULL
"2764656768","Mexican law review","2017-10-27","1870-0578",NULL
"2764661710","Fukushima journal of medical science","2017-10-27","0016-2590",NULL
"2764662905","The Journal of The Korea Institute of Intelligent Transport Systems","2017-10-27","1738-0774",NULL
"2764777187","Annals of Financial Economics","2017-10-27","2010-4952",NULL
"2764787950","The Indian Journal of Applied Linguistics","2017-10-27",NULL,NULL
"2764801637","Journal of family medicine and primary care","2017-10-27","2249-4863",NULL
"2764816760","International Journal of Engineering","2017-10-27","1025-2495",NULL
"2764826707","Journal of Anesthesia and Clinical Research","2017-10-27","2155-6148",NULL
"2764835430","Global Journal of Enterprise Information System","2017-10-27","0975-1432",NULL
"2764838981","Soviet journal of communications technology &amp; electronics","2017-10-27","8756-6648",NULL
"2764883586","Aquaculture Reports","2017-10-27","2352-5134",NULL
"2764937036","Journal of population problems","2017-10-27","0387-2793",NULL
"2764966939","Biochemical and Cellular Archives","2017-10-27","0972-5075",NULL
"2765003705","Microbiology Indonesia","2017-10-27","2087-8575",NULL
"2765078416","Nigerian Journal of Physics","2017-10-27","1595-0611",NULL
"2898177517","Recherche - Transports - S&#x00E9;curit&#x00E9;","2018-11-02","0761-8980","https://www.sciencedirect.com/journal/recherche-transports-securit"
"3502445","Ash Image Bank","2016-06-24",NULL,NULL
"5424928","Involve, A Journal of Mathematics","2016-06-24",NULL,NULL
"5520343","Postmedieval: A Journal of Medieval Cultural Studies","2016-06-24","2040-5960",NULL
"5707928","Materials Chemistry and Physics","2016-06-24","0254-0584",NULL
"7028379","International Journal of Gynecology &amp; Obstetrics","2016-06-24",NULL,NULL
"15612753","Journal of Investment Compliance","2016-06-24","1528-5812",NULL
"17192686","Evaluation &amp; Research in Education","2016-06-24","0950-0790",NULL
"21140273","La Revue Sage-femme","2016-06-24",NULL,NULL
"32271328","Journal of Environmental Psychology","2016-06-24","0272-4944","http://www.elsevier.com/wps/find/journaldescription.cws_home/622872/descriptio"
"35778795","Radiocarbon","2016-06-24","0033-8222","http://www.radiocarbon.org"
"38919146","Food Research International","2016-06-24","0963-9969",NULL
"40391745","Artificial Organs","2016-06-24","0160-564X",NULL
"41803262","Tourism Review","2016-06-24","1660-5373",NULL
"45155188","Journal of Programming Languages","2016-06-24","0963-9306",NULL
"56909845","Biologia Plantarum","2016-06-24","0006-3134",NULL
"57293400","South African Geographical Journal","2016-06-24","0373-6245","http://www.tandfonline.com/toc/rsag20/curren"
"61446325","Computaci&#x00F3;n Y Sistemas","2016-06-24","1405-5546",NULL
"66154040","Indian Journal of Radiology and Imaging","2016-06-24","0971-3026","http://www.ijri.org"
"66851268","Current Opinion in Organ Transplantation","2016-06-24","1087-2418",NULL
"68792902","Avian Diseases","2016-06-24","0005-2086","http://www.aaap.info/aviandisease"
"69840963","Archives of Psychiatric Nursing","2016-06-24","0883-9417",NULL
"71291874","Ecotoxicology","2016-06-24","0963-9292",NULL
"74137783","Revue De L Art","2016-06-24","0035-1326",NULL
"78631916","Velvet Light Trap","2016-06-24","0149-1830","http://utpress.utexas.edu/index.php/journals/the-velvet-light-tra"
"78718175","Journal of Medicinal Food","2016-06-24","1096-620X",NULL
"83388334","Journal of Human Evolution","2016-06-24","0047-2484","http://www.journals.elsevier.com/journal-of-human-evolution"
"84695101","The Plant Genome","2016-06-24","1940-3372",NULL
"91061106","West Indian Medical Journal","2016-06-24","0043-3144",NULL
"92813228","African Journal of Urology","2016-06-24","1110-5704","http://www.elsevier.com/wps/find/journaldescription.cws_home/727792/descriptio"
"94971995","Educational Policy","2016-06-24","0895-9048","http://epx.sagepub.com"
"97987397","Iet Nanobiotechnology","2016-06-24","1751-8741",NULL
"100870220","Melanges De La Casa De Velazquez","2016-06-24","0076-230X",NULL
"105379996","Sexuality and Culture","2016-06-24","1095-5143",NULL
"108723051","Hec Forum","2016-06-24","0956-2737",NULL
"109682412","Journal of Theoretical Biology","2016-06-24","0022-5193","http://www.journals.elsevier.com/journal-of-theoretical-biology"
"114241109","IEEE Intelligent Systems","2016-06-24","1541-1672","http://www.computer.org/portal/web/intelligent/hom"
"119212824","Journal of the Physical Society of Japan","2016-06-24","0031-9015","http://jpsj.ipap.jp/index.htm"
"120123482","Synthesis and Reactivity in Inorganic Metal-organic and Nano-metal Chemistry","2016-06-24","1553-3174",NULL
"121340289","Computers &amp; Electrical Engineering","2016-06-24","0045-7906",NULL
"121779305","Symbiosis","2016-06-24","0334-5114",NULL
"124230369","Particulate Science and Technology","2016-06-24","0272-6351",NULL
"131590804","Substance Use &amp; Misuse","2016-06-24","1082-6084",NULL
"133066183","Journal of Ship Research","2016-06-24","0022-4502",NULL
"135397728","Dermatology","2016-06-24","1018-8665","http://www.karger.com/Journal/Home/22416"
"135898356","Journal of Pain and Symptom Management","2016-06-24","0885-3924","http://www.jpsmjournal.com/hom"
"159543560","Connection Science","2016-06-24",NULL,NULL
"136057031","Bulletin of The Menninger Clinic","2016-06-24","0025-9284",NULL
"136072078","Advances in Science and Technology","2016-06-24","1662-0356",NULL
"153614898","Land Degradation &amp; Development","2016-06-24","1099-145X",NULL
"155128447","Parasitology Research","2016-06-24","0932-0113",NULL
"162176842","Biomedical Engineering Online","2016-06-24","1475-925X",NULL
"163183228","Journal of Magnetic Resonance, Series A","2016-06-24","1064-1858",NULL
"164834453","Vascular Cell","2016-06-24","2045-824X",NULL
"167675576","Experimental Agriculture","2016-06-24","0014-4797",NULL
"167952793","Nederlands Tijdschrift Voor Tandheelkunde","2016-06-24","0028-2200",NULL
"171330359","The Classical Journal","2016-06-24","0009-8353","http://cj.camws.org"
"171558512","Mathematical Models and Computer Simulations","2016-06-24","2070-0482",NULL
"172998616","Ire Transactions on Electronic Computers","2016-06-24",NULL,NULL
"174176189","Perspectives on Political Science","2016-06-24","1045-7097",NULL
"174915332","International Journal of Rotating Machinery","2016-06-24","1023-621X",NULL
"185374342","Written Communication","2016-06-24","0741-0883","http://wcx.sagepub.com"
"189853587","International Journal of Structural Integrity","2016-06-24","1757-9864",NULL
"193626562","Aesthetic Surgery Journal","2016-06-24","1090-820X",NULL
"968139600","Journal of Personal Selling and Sales Management","2016-06-24","0885-3134","http://www.jpssm.org"
"1003953879","Tehnicki Vjesnik-technical Gazette","2016-06-24","1330-3651",NULL
"1025762778","Philosophy, Psychiatry, &amp; Psychology","2016-06-24","1071-6076","http://www.press.jhu.edu/journals/philosophy_psychiatry_and_psychology"
"2480949224","MINERVA Pediatrica","2016-08-23","0026-4946",NULL
"2498964232","Light-Science &amp; Applications","2016-08-23","2047-7538",NULL
"2737794873","Journal of Education and Community Health","2017-07-31","2383-2312",NULL
"2738014324","Toru&#x0144;skie Studia Bibliologiczne","2017-07-31","2392-1633",NULL
"2754510340","The Journal of the Indiana State Medical Association","2017-09-25","0019-6770",NULL
"2755370686","The Journal of the Michigan Dental Association","2017-09-25","0026-2102",NULL
"2755583553","Advances in gerontology","2017-09-25","2079-0570",NULL
"2755596428","Journal d&#039;urologie et de ne&#x0301;phrologie","2017-09-25","0021-8200",NULL
"2755938448","Meditsinskaia promyshlennost&#039; SSSR","2017-09-25",NULL,NULL
"2756154121","American journal of orthopedics","2017-09-25","0065-9002",NULL
"2756238312","Giornale italiano di medicina del lavoro ed ergonomia","2017-09-25","1592-7830",NULL
"2764398681","Medical laboratory technology","2017-10-27","0022-2607",NULL
"2764447785","Teacher Education and Practice","2017-10-27","0890-6459",NULL
"2764527018","Land Use Law &amp; Zoning Digest","2017-10-27","0094-7598",NULL
"2764558756","Journal of Religion and Human Relations","2017-10-27","2006-5442",NULL
"2764620878","Aufkl&#x00E4;rung: journal of philosophy","2017-10-27","2358-8470",NULL
"2764627277","Journal of the Society of Inorganic Materials,Japan","2017-10-27","1345-3769",NULL
"2764667993","Journal of Herbal Drugs: International Journal on Medicinal Herbs","2017-10-27",NULL,NULL
"2764675216","Richmond Journal of Law and the Public Interest","2017-10-27",NULL,NULL
"2764682088","Journal of the Society of Telegraph Engineers","2017-10-27","2054-0698",NULL
"2764752776","ClassNK technical bulletin","2017-10-27",NULL,NULL
"2764762437","New Agenda: South African Journal of Social and Economic Policy","2017-10-27","1607-2820",NULL
"2764793829","Psychiatric medicine","2017-10-27","0732-0868",NULL
"2764807727","The international journal of entrepreneurship and innovation","2017-10-27","1465-7503",NULL
"2764809312","Turkiye Klinikleri Journal of Surgical Medical Sciences","2017-10-27","1305-3876",NULL
"2764810288","Tehran University Medical Journal TUMS Publications","2017-10-27",NULL,NULL
"2764854550","Metallurgy and Foundry Engineering","2017-10-27","1239-2325",NULL
"2764921251","Journal of Language, Technology &amp; Entrepreneurship in Africa","2017-10-27","1998-1279",NULL
"2765048803","Journal of the Aeronautical Sciences","2017-10-27",NULL,NULL
"2765061838","Netherlands milk and dairy journal","2017-10-27","0028-209X",NULL
"2765066495","The Statistician","2017-10-27","0039-0526",NULL
"5677253","Journal of Cell Science","2016-06-24","0021-9533","http://jcs.biologists.org"
"13537917","Sealing Technology","2016-06-24","1350-4789",NULL
"15871148","American Journal of Clinical Pathology","2016-06-24","0002-9173",NULL
"17762386","European Journal of Obstetrics &amp; Gynecology and Reproductive Biology","2016-06-24","0301-2115",NULL
"18344391","Science China-mathematics","2016-06-24","1869-1862",NULL
"19746927","Business Law Review","2016-06-24","0143-6295",NULL
"22933603","African Journal of Reproductive Health","2016-06-24","1118-4841","http://www.bioline.org.br/rh"
"23010633","Asian Economic Policy Review","2016-06-24","1832-8105",NULL
"28607811","Journal of Investigative Dermatology","2016-06-24","0022-202X","http://www.nature.com/jid/index.htm"
"30682771","Journal of Sustainable Agriculture","2016-06-24",NULL,NULL
"41066938","Biochimica et Biophysica Acta","2016-06-24","0006-3002","http://www.elsevier.com/wps/find/journaldescription.cws_home/506062/description#descriptio"
"43912546","Periodontology 2000","2016-06-24","0906-6713",NULL
"49131624","International Journal of Social Economics","2016-06-24","0306-8293",NULL
"53605168","Journal of Early Christian Studies","2016-06-24","1067-6341","http://www.press.jhu.edu/journals/journal_of_early_christian_studies/index.htm"
"67613863","Criminology","2016-06-24","0011-1384","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1573-659"
"78004554","Teion Kogaku (journal of The Cryogenic Society of Japan)","2016-06-24",NULL,NULL
"78048965","Criminal Justice Ethics","2016-06-24","0731-129X",NULL
"81947917","Journal of Fluorine Chemistry","2016-06-24","0022-1139",NULL
"82228219","Metabolomics","2016-06-24","1573-3882",NULL
"83406069","The Journal of American Culture","2016-06-24","1542-7331",NULL
"84376829","Technical Physics","2016-06-24","1063-7842",NULL
"96783963","Journal of Sensors","2016-06-24","1687-725X",NULL
"97173414","International Journal of Aromatherapy","2016-06-24","0962-4562",NULL
"97342212","Iranian Studies","2016-06-24","0021-0862",NULL
"99746170","Letters in Mathematical Physics","2016-06-24","0377-9017","http://www.springer.com/journal/11005"
"104415515","Journal of Investigative Medicine","2016-06-24","1081-5589",NULL
"111757857","Experimental and Molecular Pathology","2016-06-24","0014-4800",NULL
"114265159","The Bryologist","2016-06-24","0007-2745","http://www.bioone.org/loi/bry"
"114402912","International Journal of Turbo &amp; Jet-engines","2016-06-24",NULL,NULL
